BE_dados_as.dat,CPS_dados_as.dat,SiO2 3/2_1_dados_as.dat,SiO2 1/2_2_dados_as.dat,Si 3/2_3_dados_as.dat,Si 1/2_4_dados_as.dat,Si 1+ 3/2_5_dados_as.dat,Si 1+ 1/2_6_dados_as.dat,Si 3+ 3/2_7_dados_as.dat,Si 3+ 1/2_8_dados_as.dat,Background_dados_as.dat,Envelope_dados_as.dat,Normalised_Residual_dados_as.dat,Residual_dados_as.dat
99.12,47.0247,34.6536,34.3554,40.5319,38.2717,34.8208,34.2878,34.6766,34.3454,34.1775,46.7006,-0.0472669,-0.32413
99.1,45.9099,34.6479,34.3531,40.9984,37.9681,34.7886,34.2844,34.6687,34.3427,34.1768,46.8145,0.133503,0.904575
99.08,47.3387,34.6423,34.3508,41.4762,37.6783,34.7586,34.2812,34.6608,34.3399,34.176,46.956,-0.0556215,-0.382693
99.06,47.2837,34.6368,34.3485,41.9619,37.4029,34.7304,34.2781,34.6533,34.3373,34.1753,47.122,-0.0235088,-0.161654
99.04,47.7076,34.6315,34.3463,42.4494,37.143,34.704,34.275,34.6458,34.3347,34.1746,47.3075,-0.0579252,-0.400094
99.02,46.8205,34.6261,34.3441,42.9336,36.9009,34.6793,34.2721,34.6385,34.3321,34.1739,47.5093,0.100664,0.6888
99,47.0247,34.6209,34.3419,43.4072,36.6744,34.6564,34.2693,34.6314,34.3297,34.1733,47.7184,0.101165,0.693733
98.98,47.48,34.6158,34.3398,43.8616,36.4636,34.6352,34.2666,34.6244,34.3272,34.1726,47.9258,0.0646981,0.445807
98.96,48.1394,34.6107,34.3377,44.2902,36.2694,34.6152,34.264,34.6176,34.3248,34.172,48.1256,-0.00198785,-0.0137922
98.94,48.634,34.6058,34.3357,44.685,36.0915,34.5965,34.2614,34.6109,34.3225,34.1714,48.3095,-0.0465302,-0.324493
98.92,48.8617,34.6009,34.3337,45.0309,35.928,34.5789,34.259,34.6044,34.3202,34.1708,48.4602,-0.0574442,-0.401541
98.9,47.4486,34.5961,34.3317,45.322,35.7783,34.5627,34.2566,34.598,34.3179,34.1703,48.5714,0.163007,1.12284
98.88,49.9607,34.5914,34.3298,45.5526,35.6433,34.5475,34.2543,34.5918,34.3157,34.1697,48.6383,-0.187084,-1.32236
98.86,48.9716,34.5867,34.3279,45.7155,35.521,34.5332,34.2521,34.5856,34.3136,34.1692,48.6512,-0.0457828,-0.320387
98.84,48.5241,34.5822,34.3261,45.7941,35.4101,34.5198,34.25,34.5796,34.3115,34.1687,48.5923,0.00978901,0.0681895
98.82,49.8037,34.5777,34.3243,45.7973,35.3099,34.5071,34.2479,34.5738,34.3095,34.1683,48.4697,-0.189026,-1.33399
98.8,49.4112,34.5734,34.3225,45.7253,35.2208,34.4954,34.2459,34.568,34.3075,34.1678,48.2841,-0.160348,-1.12714
98.78,47.8882,34.5691,34.3208,45.5754,35.1406,34.4843,34.244,34.5624,34.3055,34.1674,48.0304,0.0205482,0.142196
98.76,47.4643,34.5648,34.3191,45.3501,35.0683,34.4739,34.2421,34.5569,34.3036,34.167,47.71,0.0356662,0.24572
98.74,46.6007,34.5607,34.3175,45.0638,35.0037,34.464,34.2403,34.5516,34.3018,34.1666,47.3371,0.107869,0.736365
98.72,45.588,34.5566,34.3158,44.7239,34.9463,34.4547,34.2385,34.5463,34.2999,34.1662,46.9184,0.197041,1.3304
98.7,46.4437,34.5526,34.3143,44.3342,34.8946,34.4459,34.2368,34.5411,34.2982,34.1659,46.4565,0.0018721,0.0127583
98.68,46.3181,34.5486,34.3127,43.9076,34.848,34.4376,34.2352,34.5361,34.2964,34.1656,45.9634,-0.0521249,-0.354748
98.66,45.6116,34.5447,34.3112,43.4545,34.8066,34.4297,34.2336,34.5312,34.2947,34.1653,45.4495,-0.024004,-0.162114
98.64,45.4624,34.5409,34.3097,42.9826,34.7693,34.4222,34.2321,34.5263,34.2931,34.165,44.9216,-0.0802117,-0.540834
98.62,43.7039,34.5372,34.3083,42.4981,34.7355,34.4151,34.2306,34.5216,34.2915,34.1647,44.385,0.103024,0.681083
98.6,43.8216,34.5335,34.3068,42.0096,34.7049,34.4083,34.2292,34.517,34.2899,34.1644,43.8482,0.00401996,0.0266113
98.58,42.6048,34.5299,34.3054,41.5226,34.6775,34.4018,34.2278,34.5124,34.2883,34.1642,43.3165,0.109039,0.711724
98.56,42.754,34.5263,34.3041,41.0421,34.6524,34.3957,34.2265,34.508,34.2868,34.164,42.7942,0.00614337,0.0401694
98.54,43.437,34.5228,34.3027,40.5734,34.6293,34.3898,34.2252,34.5036,34.2853,34.1637,42.286,-0.174637,-1.15098
98.52,40.2732,34.5194,34.3014,40.1186,34.6083,34.3841,34.2239,34.4993,34.2839,34.1635,41.7941,0.239662,1.52092
98.5,41.388,34.516,34.3001,39.6801,34.589,34.3787,34.2227,34.4951,34.2825,34.1633,41.3209,-0.0104374,-0.0671475
98.48,40.9797,34.5126,34.2989,39.2622,34.5711,34.3735,34.2215,34.491,34.2811,34.1631,40.8698,-0.0171655,-0.109885
98.46,40.7128,34.5093,34.2976,38.8659,34.5544,34.3685,34.2203,34.4869,34.2797,34.163,40.442,-0.0424361,-0.27077
98.44,40.6579,34.5061,34.2964,38.4909,34.539,34.3637,34.2192,34.483,34.2784,34.1628,40.037,-0.0973678,-0.620852
98.42,40.7285,34.5029,34.2952,38.1378,34.5246,34.3591,34.2181,34.4791,34.2771,34.1626,39.6553,-0.168156,-1.07315
98.4,38.9936,34.4998,34.294,37.8105,34.5111,34.3546,34.217,34.4753,34.2758,34.1625,39.3007,0.0491849,0.307135
98.38,38.3027,34.4967,34.2929,37.5059,34.4984,34.3503,34.216,34.4715,34.2745,34.1624,38.9698,0.107789,0.6671
98.36,37.7767,34.4936,34.2917,37.2233,34.4865,34.3462,34.215,34.4679,34.2733,34.1622,38.662,0.144036,0.885287
98.34,37.5883,34.4906,34.2906,36.963,34.4752,34.3422,34.2141,34.4643,34.2721,34.1621,38.3774,0.128704,0.789076
98.32,38.2478,34.4877,34.2895,36.7263,34.4646,34.3383,34.2131,34.4607,34.2709,34.162,38.1171,-0.0211255,-0.13065
98.3,38.3655,34.4848,34.2884,36.5093,34.4545,34.3345,34.2122,34.4572,34.2697,34.1619,37.8776,-0.0787728,-0.487918
98.28,38.3341,34.4819,34.2873,36.3112,34.4449,34.3309,34.2113,34.4538,34.2686,34.1618,37.6576,-0.109261,-0.676482
98.26,37.9965,34.479,34.2863,36.1324,34.4358,34.3274,34.2104,34.4504,34.2675,34.1616,37.4577,-0.0874147,-0.538836
98.24,37.1644,34.4762,34.2852,35.9715,34.4271,34.324,34.2096,34.4471,34.2663,34.1616,37.2762,0.0183418,0.111817
98.22,37.7846,34.4735,34.2842,35.8258,34.4188,34.3207,34.2087,34.4439,34.2653,34.1615,37.1106,-0.109643,-0.673966
98.2,36.2302,34.4708,34.2832,35.6942,34.4109,34.3175,34.2079,34.4407,34.2642,34.1614,36.9598,0.121213,0.729601
98.18,37.4078,34.4681,34.2822,35.5773,34.4034,34.3144,34.2071,34.4376,34.2631,34.1613,36.8242,-0.0954147,-0.583575
98.16,36.9838,34.4654,34.2812,35.4724,34.3962,34.3114,34.2064,34.4345,34.2621,34.1612,36.7011,-0.0464835,-0.282686
98.14,36.4971,34.4628,34.2802,35.3779,34.3893,34.3085,34.2056,34.4315,34.2611,34.1611,36.5891,0.0152231,0.0919671
98.12,36.7405,34.4603,34.2793,35.2933,34.3827,34.3057,34.2049,34.4285,34.2601,34.1611,36.4872,-0.0417858,-0.25328
98.1,36.8425,34.4577,34.2784,35.2183,34.3764,34.3029,34.2042,34.4255,34.2591,34.161,36.3955,-0.0736359,-0.446955
98.08,36.7876,34.4552,34.2774,35.1508,34.3703,34.3002,34.2035,34.4227,34.2581,34.1609,36.3118,-0.078448,-0.475809
98.06,37.1408,34.4527,34.2765,35.09,34.3645,34.2976,34.2028,34.4198,34.2572,34.1609,36.2352,-0.148605,-0.905648
98.04,36.8033,34.4503,34.2756,35.0355,34.3589,34.2951,34.2022,34.4171,34.2562,34.1608,36.1652,-0.105176,-0.638057
98.02,35.9711,34.4479,34.2747,34.9867,34.3536,34.2926,34.2015,34.4143,34.2553,34.1608,36.1014,0.0217247,0.130296
98,37.1408,34.4455,34.2739,34.9424,34.3484,34.2902,34.2009,34.4116,34.2544,34.1607,36.0424,-0.180226,-1.09836
97.98,35.0447,34.4432,34.273,34.9022,34.3435,34.2879,34.2003,34.409,34.2535,34.1607,35.9879,0.159324,0.943175
97.96,36.4971,34.4409,34.2722,34.8659,34.3387,34.2856,34.1997,34.4064,34.2527,34.1606,35.9376,-0.0926117,-0.559494
97.94,35.296,34.4386,34.2713,34.8327,34.3341,34.2834,34.1991,34.4038,34.2518,34.1606,35.8908,0.100117,0.5948
97.92,35.9083,34.4363,34.2705,34.8022,34.3297,34.2813,34.1985,34.4013,34.251,34.1605,35.847,-0.0102248,-0.0612707
97.9,33.8829,34.4341,34.2697,34.7742,34.3255,34.2792,34.198,34.3988,34.2501,34.1605,35.8059,0.330369,1.92305
97.88,35.7277,34.4319,34.2689,34.7485,34.3214,34.2771,34.1974,34.3964,34.2493,34.1605,35.7675,0.0066666,0.039848
97.86,36.3165,34.4297,34.2681,34.7246,34.3175,34.2751,34.1969,34.394,34.2485,34.1604,35.7313,-0.0971139,-0.585239
97.84,36.2537,34.4276,34.2673,34.7023,34.3137,34.2732,34.1964,34.3916,34.2477,34.1604,35.6968,-0.0924842,-0.556857
97.82,36.4186,34.4255,34.2665,34.6816,34.31,34.2713,34.1959,34.3893,34.2469,34.1604,35.6642,-0.125004,-0.754373
97.8,35.4373,34.4234,34.2657,34.6623,34.3065,34.2695,34.1954,34.387,34.2461,34.1604,35.6333,0.0329215,0.195979
97.78,35.555,34.4213,34.265,34.6441,34.3031,34.2677,34.1949,34.3847,34.2454,34.1603,35.6037,0.00816766,0.0487021
97.76,35.4765,34.4193,34.2642,34.6269,34.2998,34.2659,34.1944,34.3825,34.2446,34.1603,35.5754,0.0166089,0.0989263
97.74,34.8485,34.4173,34.2635,34.6108,34.2966,34.2642,34.194,34.3803,34.2439,34.1603,35.5484,0.11856,0.699891
97.72,35.1861,34.4153,34.2628,34.5956,34.2935,34.2625,34.1935,34.3781,34.2432,34.1603,35.5225,0.0567055,0.336365
97.7,35.2724,34.4133,34.2621,34.5811,34.2905,34.2609,34.1931,34.376,34.2424,34.1603,35.4975,0.0379098,0.225148
97.68,35.0369,34.4114,34.2614,34.5673,34.2877,34.2593,34.1927,34.3739,34.2417,34.1603,35.4735,0.0737669,0.436641
97.66,36.0025,34.4095,34.2607,34.5544,34.2849,34.2578,34.1922,34.3719,34.241,34.1603,35.4505,-0.0919964,-0.551997
97.64,34.9662,34.4076,34.26,34.542,34.2822,34.2563,34.1918,34.3698,34.2403,34.1602,35.4283,0.0781389,0.462053
97.62,35.6806,34.4057,34.2593,34.5301,34.2796,34.2548,34.1914,34.3678,34.2397,34.1602,35.4068,-0.0458437,-0.273839
97.6,35.6492,34.4039,34.2586,34.5189,34.2771,34.2534,34.191,34.3659,34.239,34.1602,35.386,-0.0440803,-0.26319
97.58,35.0526,34.4021,34.2579,34.5081,34.2746,34.2519,34.1906,34.3639,34.2384,34.1602,35.366,0.0529317,0.313383
97.56,35.029,34.4003,34.2573,34.4978,34.2723,34.2506,34.1903,34.362,34.2377,34.1602,35.3466,0.0536582,0.317578
97.54,33.6081,34.3985,34.2566,34.488,34.27,34.2492,34.1899,34.3601,34.2371,34.1602,35.3278,0.296638,1.71968
97.52,33.8593,34.3967,34.256,34.4786,34.2678,34.2479,34.1895,34.3583,34.2364,34.1602,35.3096,0.249239,1.45029
97.5,35.0133,35.248,35.1084,35.3226,35.1187,35.0997,35.0422,35.2095,35.0889,35.0133,36.145,0,0
97.48,34.9034,35.1364,34.9979,35.2041,35.0067,34.9885,34.932,35.0978,34.9784,34.9034,36.018,0,0
97.46,34.4481,34.6794,34.542,34.7405,34.5494,34.532,34.4764,34.6407,34.5225,34.4481,35.5461,0,0
97.44,35.5079,35.7375,35.6012,35.7923,35.6072,35.5906,35.5358,35.6988,35.5817,35.5079,36.5898,0,0
97.42,34.7386,34.9666,34.8312,35.0154,34.836,34.8201,34.7662,34.9277,34.8118,34.7386,35.8048,0,0
97.4,35.1861,35.4124,35.2781,35.4556,35.2816,35.2665,35.2134,35.3735,35.2587,35.1861,36.2371,0,0
97.38,34.0634,34.2881,34.1548,34.3258,34.1571,34.1426,34.0904,34.2491,34.1354,34.0634,35.0996,0,0
97.36,34.2204,34.4435,34.3112,34.476,34.3123,34.2985,34.247,34.4045,34.2919,34.2204,35.2422,0,0
97.34,35.0604,35.2819,35.1507,35.3095,35.1506,35.1374,35.0867,35.2428,35.1313,35.0604,36.0681,0,0
97.32,33.4982,33.7181,33.5879,33.741,33.5868,33.5742,33.5242,33.679,33.5685,33.4982,34.4923,0,0
97.3,34.2204,34.4387,34.3095,34.4571,34.3074,34.2953,34.2461,34.3996,34.2902,34.2204,35.2012,0,0
97.28,34.2832,34.5,34.3717,34.5141,34.3686,34.3571,34.3086,34.4608,34.3524,34.2832,35.251,0,0
97.26,32.7916,33.0068,32.8796,33.0169,32.8754,32.8645,32.8168,32.9677,32.8603,32.7916,33.7468,0,0
97.24,35.139,35.3527,35.2264,35.3589,35.2214,35.2109,35.1639,35.3135,35.2072,35.139,36.0819,0,0
97.22,32.9251,33.1373,33.0119,33.1397,33.006,32.9961,32.9497,33.0981,32.9927,32.9251,33.856,0,0
97.2,34.5266,34.7374,34.6129,34.7362,34.6061,34.5966,34.5509,34.6981,34.5937,34.5266,35.4457,0,0
97.18,33.8515,34.0608,33.9373,34.0562,33.9296,33.9206,33.8756,34.0215,33.9181,33.8515,34.7592,0,0
97.16,34.0634,34.2712,34.1486,34.2634,34.1402,34.1316,34.0872,34.232,34.1295,34.0634,34.9599,0,0
97.14,33.6709,33.8773,33.7556,33.8663,33.7464,33.7382,33.6944,33.838,33.7365,33.6709,34.5565,0,0
97.12,33.93,34.135,34.0141,34.1211,34.0042,33.9965,33.9533,34.0957,33.9951,33.93,34.8049,0,0
97.1,34.032,34.2356,34.1156,34.2188,34.1049,34.0976,34.055,34.1963,34.0966,34.032,34.8965,0,0
97.08,32.9016,33.1038,32.9847,33.0843,32.9733,32.9664,32.9244,33.0645,32.9657,32.9016,33.7559,0,0
97.06,33.5846,33.7854,33.6672,33.7633,33.6551,33.6485,33.6071,33.7462,33.6482,33.5846,34.4289,0,0
97.04,33.4825,33.6819,33.5646,33.6573,33.5519,33.5456,33.5048,33.6427,33.5457,33.4825,34.317,0,0
97.02,34.2754,34.4735,34.357,34.4465,34.3437,34.3377,34.2975,34.4343,34.3381,34.2754,35.1004,0,0
97,33.9143,34.111,33.9954,34.0818,33.9815,33.9759,33.9361,34.0718,33.9765,33.9143,34.7299,0,0
96.98,33.0821,33.2775,33.1627,33.2461,33.1482,33.1429,33.1037,33.2383,33.1439,33.0821,33.8886,0,0
96.96,32.9644,33.1585,33.0445,33.125,33.0294,33.0245,32.9858,33.1194,33.0257,32.9644,33.7619,0,0
96.94,33.7573,33.9501,33.8369,33.9146,33.8213,33.8166,33.7784,33.911,33.8182,33.7573,34.5461,0,0
96.92,33.8593,34.0508,33.9384,34.0134,33.9223,33.9179,33.8802,34.0117,33.9197,33.8593,34.6395,0,0
96.9,33.0272,33.2174,33.1058,33.1782,33.0892,33.0851,33.0479,33.1784,33.0872,33.0272,33.7989,0,0
96.88,34.0634,34.2524,34.1416,34.2114,34.1245,34.1206,34.0839,34.2134,34.123,34.0634,34.8269,0,0
96.86,34.2126,34.4003,34.2903,34.3577,34.2728,34.2691,34.2329,34.3613,34.2717,34.2126,34.968,0,0
96.84,34.3304,34.5169,34.4076,34.4727,34.3897,34.3862,34.3505,34.478,34.3891,34.3304,35.0778,0,0
96.82,33.4354,33.6207,33.5122,33.5749,33.4938,33.4906,33.4553,33.5818,33.4937,33.4354,34.1751,0,0
96.8,32.7131,32.8972,32.7894,32.8499,32.7706,32.7676,32.7328,32.8583,32.771,32.7131,33.4451,0,0
96.78,33.8279,34.0108,33.9038,33.9621,33.8845,33.8818,33.8474,33.9719,33.8854,33.8279,34.5524,0,0
96.76,33.3804,33.5621,33.4558,33.5121,33.4362,33.4337,33.3997,33.5233,33.4374,33.3804,34.0975,0,0
96.74,34.3146,34.4951,34.3896,34.4439,34.3696,34.3673,34.3337,34.4564,34.3712,34.3146,35.0245,0,0
96.72,33.2234,33.4027,33.2979,33.3503,33.2776,33.2755,33.2423,33.3641,33.2796,33.2234,33.9262,0,0
96.7,32.3599,32.5381,32.434,32.4845,32.4133,32.4114,32.3786,32.4995,32.4158,32.3599,33.0558,0,0
96.68,32.352,32.5291,32.4256,32.4743,32.4047,32.4029,32.3706,32.4905,32.4075,32.352,33.041,0,0
96.66,32.2107,32.3866,32.2839,32.3308,32.2626,32.261,32.2291,32.3481,32.2658,32.2107,32.893,0,0
96.64,32.3834,32.5582,32.4562,32.5014,32.4346,32.4331,32.4016,32.5197,32.4381,32.3834,33.0591,0,0
96.62,33.561,33.7347,33.6334,33.6769,33.6115,33.6102,33.579,33.6963,33.6153,33.561,34.2302,0,0
96.6,32.2735,32.4461,32.3455,32.3873,32.3233,32.3221,32.2913,32.4077,32.3274,32.2735,32.9363,0,0
96.58,33.0429,33.2144,33.1144,33.1548,33.092,33.091,33.0606,33.1761,33.0965,33.0429,33.6994,0,0
96.56,32.2892,32.4596,32.3603,32.3991,32.3376,32.3368,32.3067,32.4214,32.3424,32.2892,32.9396,0,0
96.54,32.3756,32.545,32.4463,32.4837,32.4233,32.4227,32.3929,32.5068,32.4284,32.3756,33.0199,0,0
96.52,31.9202,32.0885,31.9905,32.0264,31.9673,31.9667,31.9374,32.0504,31.9727,31.9202,32.5585,0,0
96.5,32.4148,32.582,32.4847,32.5192,32.4613,32.4608,32.4318,32.544,32.4669,32.4148,33.0473,0,0
96.48,32.2186,32.3848,32.2881,32.3213,32.2644,32.2641,32.2355,32.3469,32.2704,32.2186,32.8453,0,0
96.46,33.3098,33.475,33.3789,33.4108,33.355,33.3549,33.3265,33.4371,33.3612,33.3098,33.9308,0,0
96.44,31.512,31.6762,31.5807,31.6114,31.5566,31.5566,31.5286,31.6383,31.5631,31.512,32.1274,0,0
96.42,32.9094,33.0725,32.9777,33.0071,32.9535,32.9535,32.9258,33.0348,32.9601,32.9094,33.5193,0,0
96.4,32.6111,32.7732,32.6791,32.7073,32.6546,32.6547,32.6274,32.7356,32.6615,32.6111,33.2156,0,0
96.38,32.6032,32.7644,32.6708,32.6978,32.6461,32.6464,32.6193,32.7268,32.6533,32.6032,33.2024,0,0
96.36,32.4227,32.5829,32.4899,32.5158,32.4651,32.4654,32.4387,32.5454,32.4724,32.4227,33.0166,0,0
96.34,32.9487,33.1079,33.0155,33.0403,32.9905,32.991,32.9645,33.0705,32.9981,32.9487,33.5375,0,0
96.32,32.9094,33.0676,32.9758,32.9996,32.9507,32.9513,32.9251,33.0303,32.9585,32.9094,33.4931,0,0
96.3,31.9752,32.1325,32.0413,32.064,32.016,32.0166,31.9907,32.0952,32.024,31.9752,32.5539,0,0
96.28,31.9438,32.1001,32.0095,32.0312,31.9841,31.9848,31.9592,32.0629,31.9922,31.9438,32.5175,0,0
96.26,32.1715,32.3269,32.2369,32.2576,32.2113,32.2121,32.1868,32.2898,32.2196,32.1715,32.7404,0,0
96.24,33.1214,33.2759,33.1864,33.2062,33.1607,33.1616,33.1365,33.2388,33.1692,33.1214,33.6855,0,0
96.22,31.2843,31.4378,31.3489,31.3678,31.3231,31.3241,31.2993,31.4009,31.3318,31.2843,31.8436,0,0
96.2,30.8761,31.0287,30.9404,30.9584,30.9144,30.9155,30.891,30.9918,30.9233,30.8761,31.4308,0,0
96.18,33.192,33.3437,33.2559,33.2731,33.2299,33.231,33.2067,33.3069,33.2389,33.192,33.7421,0,0
96.16,31.6141,31.7649,31.6777,31.694,31.6515,31.6527,31.6287,31.7282,31.6607,31.6141,32.1597,0,0
96.14,31.3629,31.5128,31.4261,31.4416,31.3999,31.4011,31.3774,31.4762,31.4092,31.3629,31.904,0,0
96.12,32.407,32.556,32.4699,32.4846,32.4435,32.4448,32.4214,32.5195,32.453,32.407,32.9437,0,0
96.1,32.4227,32.5709,32.4853,32.4991,32.4588,32.4602,32.4369,32.5344,32.4684,32.4227,32.9551,0,0
96.08,31.0488,31.1961,31.111,31.1241,31.0845,31.0859,31.0629,31.1597,31.0942,31.0488,31.5769,0,0
96.06,31.7161,31.8625,31.778,31.7904,31.7513,31.7528,31.7301,31.8263,31.7612,31.7161,32.24,0,0
96.04,32.2735,32.4191,32.3351,32.3467,32.3083,32.3099,32.2874,32.3829,32.3183,32.2735,32.7932,0,0
96.02,31.5984,31.7431,31.6596,31.6706,31.6328,31.6344,31.6122,31.707,31.643,31.5984,32.114,0,0
96,31.4885,31.6324,31.5494,31.5597,31.5225,31.5242,31.5021,31.5964,31.5328,31.4885,32,0,0
